number,name,contact,website_link,latitude,longitude,address,ownership,type_of_hospital,specialized_hospital,medical_college,avaleabale_bed,cost_ratings,service_ratings,icu_iccu,nicu,online_survice,emergency_suppory,ambulence_support,basic_ambulence,motorcycle-ambulance,neonatology_ambulence,life_support_ambulance,advanced_life_support_ambulance,source
953,Paedihope Hospital For Sick Children,,,23.87043,90.3993,32A Road-6,Private hospital,Hospital,children,0,,,2.5,,,,,,,,,,,
954,Recovery Foundation drug addicion treatment center,,,23.87751,90.3858,house 76 1230 Rd No 14,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
955,HR Clinical Research Center and Hospital (Proposed),,,23.74613,90.3719,House 180/A Road 10/A Satmasjid Road,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
956,M.S Endoscopy Centre,,https://ms-endoscopy-centre.business.site/?utm_source=gmb&utm_medium=referral,23.74545,90.3832,১৬১/এ লেক সার্কাস ককলাবাগান ঢাকা -১২০৫,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
957,Bangladesh Retired Govt. Employees Medical Centre & Diagnostic Center,,http://brgewa.com/,23.74579,90.3728,House#75/A Road# 5/A Dhanmondi Satmasjid Road,Private hospital,Diagnostic,Diagnostic,0,,,4.3,,,,,,,,,,,
958,Anwer Khan Modern Hospital - Specialized Mother & Children Unit,,,23.74576,90.3817,House - 22 Road - 8,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
959,Universal Hospital and Medical College,,,23.74667,90.3845,23 Green Rd,Private hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
960,Bumrungrad Hospital Bangladesh | Patient Support Center In Gulshan Dhaka | Book Your Doctor Appointment at Bumrungrad,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.78231,90.4175,Yes,Private hospital,Diagnostic,Diagnostic,0,,,4.8,,,,,,,,,,,
961,BRAC MATERNITY CENTER (BMC) Korail,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.78536,90.4114,Yes,Private hospital,Hospital,mother and chield,0,,,,,,,,,,,,,,
962,National kalaazar elimination conference room,,,23.78074,90.4013,95 গুলশান বাড্ডা সংযোগ সড়ক,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
963,MediScan Diagnostic & Pharmacy Management Software,,,23.79416,90.4043,QCV3+HPR,Private hospital,Diagnostic,Diagnostic,0,,,5,,,,,,,,,,,
964,Directorate General of Health Services (DGHS),,http://www.dghs.gov.bd/,23.78021,90.409,লিংক রোড,Government hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
965,Centre for the Rehabilitation of the Paralysed (CRP) - Mirpur,,http://www.crp-bangladesh.org/,23.80393,90.3872,Plot A/5 Block A,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
966,Rongdhonu Hospital (Urban Hospital),,https://rongdhonu-hospital-urban-hospital-hospital.business.site/,23.82294,90.3596,1 Rd No. 1,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
967,O. G. S. B Hospital & Institute of Reproductive & Child Health,,http://www.ogsb.org/,23.80453,90.3542,House: 5 Block: G Rd No. 2,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
968,Dhaka Trauma Center And Specialised Orthopedic Hospital,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.77398,90.3662,23/6 3rd Floor Rupayan Shelford Mirpur Road,Private hospital,Hospital,Orthopedic,0,,,3.6,,,,,,,,,,,
969,Islami Bank Specialized And General Hospital,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.73624,90.4145,71 72 VIP Rd,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
970,MonNiramoy Psychiatric Drug Mental Hospital,,MonNiramoy Psychiatric Drug Mental Hospital,23.77829,90.3611,12 South Mirpur Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
971,Sir Salimullah Medical College Mitford Hospital,27319002,www.ssmcbd.net,23.71188,90.4013,sadarghatdhaka,Government hospital,Medical college hospital,all,1,600,2,3,1,1,0,1,1,1,1,1,1,1,www.ssmcbd.net
972,Dhaka Mohanagar General Hospita,257390066,_,23.71412,90.4051,PC74+J45 Dhaka 1100 Bangladesh,Government hospital,Hospital,all,0,,2,2,0,0,0,1,1,1,1,0,0,0,www.dhakadiv.gov.bd
973,Dhaka Shishu Hospital,02 55059051-60,dsh.org.bd,23.72002,90.3924,Sher-e-Bangla Nagar Dhaka,Government hospital,Hospital,children,0,650,2,3,1,1,0,1,1,1,1,1,1,1,dsh.org.bd
974,SHEIKH HASINA NATIONAL INSTITUTE OF BURN AND PLASTIC SURGERY,Emergency Contact 00000000,www.shnibps.gov.bd,23.72432,90.4011,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Burn,0,500,2,4,1,1,0,1,1,1,1,0,1,1,www.shnibps.gov.bd
975,Bangladesh Secretariat Clinic,_,https://app.dghs.gov.bd/localhealthBulletin2016/publish/publish.php?org=10000020&year=2016&lvl=3,23.7298,90.408,Upazila: Paltan District: Dhaka Division: Dhaka,Government hospital,Clinic,all,0,,2,3,0,0,0,0,0,0,0,0,0,0,https://app.dghs.gov.bd/localhealthBulletin2016/publish/publish.php?org=10000020&year=2016&lvl=3
976,Bangladesh Police Hospital Dhaka,02-4832268801796-50011701320225598,cph.police.gov.bd,23.73644,90.4167,Rajarbagh Dhaka Bangladesh,Government hospital,Hospital,all,0,500,0,4,1,1,0,1,1,1,1,1,1,1,cph.police.gov.bd
977,Bardem General Hospital,0241060501-24,birdembd.org,23.73916,90.3965,Shahbag Dhaka,Government hospital,Medical college hospital,Diabetice,1,600,2,3,1,1,0,1,1,1,1,1,1,1,birdembd.org
978,Sayed Abu Bakar Hospital,2222222077,_,23.74807,90.3988,18 New Eskaton Road Dhaka 1000,Government hospital,Hospital,all,0,,2,2,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Abeer+General+Hospital/@23.748064890.398485418.98z/data=!4m14!1m7!3m6!1s0x3755b89034489eb7:0x857c84afd0ecf67b!2sAbeer+General+Hospital!8m2!3d23.7480027!4d90.3987694!16s%2Fg%2F11b5ynxsg_!3m5!1s0x3755b89034489eb7:0x857c84afd0ecf67b!8m2!3d23.7480027!4d90.3987694!16s%2Fg%2F11b5ynxsg_?hl=en&entry=ttu
979,Bangladesh Assisted Conception Centre (BACC) Women�s,"0222-3369928
02-58612409",https://www.baccbd.com/,23.75029,90.3889,69/R Panthapath Dhaka 1205,Private hospital,Hospital,Fertility ,0,,3.2,3.8,1,1,1,1,1,1,1,1,1,1,https://www.baccbd.com/
980,Bangladesh Fertility Hospital Ltd | Dhaka,01894-877811,www.bdfertilityhospital.com,23.76292,90.435,V9FX+P9C Dhaka 1230 Bangladesh,Private hospital,Hospital,Fertility ,0,107,3.2,3.8,1,1,1,1,1,1,1,1,1,1,www.bdfertilityhospital.com
981,National Center For Control Of Rheumatic Fever & Heart Disease,_,nccrfhd.org,23.76848,90.3706,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Heart,0,,2,2,0,0,0,0,1,1,1,0,0,0,nccrfhd.org
982,Sher-e-Bangla Medical College hospital,_,_,23.76937,90.3713,Sher-E-Bangla Nagar,Government hospital,Medical college hospital,all,1,1000,2,3,1,1,0,1,1,1,1,1,1,1,en.wikipedia.org/wiki/Sher-e-Bangla_Medical_College
983,Shaheed Suhrawardy Medical,02-8144048,www.shsmc.gov.bd,23.76938,90.3714,Sher-E-Bangla Nagar Dhaka,Government hospital,Medical college hospital,all,1,850,2,3,1,1,0,1,1,1,1,1,1,1,www.shsmc.gov.bd
984,National institute of dentistry and hospital,1817569528,_,23.77005,90.3665,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Dental,0,,2,3,0,0,0,0,0,0,0,0,0,0,www.dentalclinicinfo.com
985,National Institute of Kidney Disease and Urology (NIKDU),248122484,www.nikdu.org.bd,23.77167,90.3686,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Kidny,0,150,2,3,1,0,0,1,1,1,1,0,0,0,www.nikdu.org.bd
986,BANGLADESH INSTITUTE OF CHILD HEALTH,880-2-55059051-61,dsh.org.bd/bangladesh-institute-of-child-health/,23.77314,90.3701,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,children,0,650,2,3,1,1,0,1,1,1,1,1,1,1,dsh.org.bd/bangladesh-institute-of-child-health/
987,National Institute of Mental Health,02-9118171,nimh.gov.bd,23.77316,90.368,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Mental Health,0,100,2,3,1,0,0,1,1,1,1,0,0,0,nimh.gov.bd
988,National Orthopedic Hospital,02-55058938,nitorbd.org,23.77392,90.3703,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Orthopedic,0,500,2,3,1,1,0,1,1,1,1,1,1,1,nitorbd.org
989,Shyamoli 250 bed TB Hospital,1969910200,tbhsd.gov.bd,23.7741,90.3685,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,TB,0,250,2,3,0,0,0,1,1,1,1,0,0,0,tbhsd.gov.bd
990,National Institute of Ophthalmology,02-58152803 02-9118336,facilityregistry.dghs.gov.bd/org_profile.php?org_code=10000011,23.77457,90.3697,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,Ophthalmology,0,250,2,3,0,0,0,1,1,1,1,0,0,0,facilityregistry.dghs.gov.bd/org_profile.php?org_code=10000011
991,National Institute of Neurosciences & Hospital Dhaka Bangladesh,880-2-41024584,www.nins.gov.bd,23.77621,90.3708,Sher-E-Bangla Nagar Dhaka,Government hospital,Medical college hospital,Neorology,1,450,2,3,1,0,0,1,1,1,1,0,1,1,www.nins.gov.bd
992,NATIONAL INSTITUTE OF DISEASES OF THE CHEST AND HOSPITAL,255067131,www.nidch.gov.bd,23.7773,90.41,Mohakhali Dhaka-1212 Bangladesh,Government hospital,Hospital,Heart,0,670,2,3,1,1,0,1,1,1,1,1,1,1,www.nidch.gov.bd
993,National Institute of Laboratory Medicine and Referral Center,8802-44827350,www.nilmrc.gov.bd,23.7774,90.3677,Sher-E-Bangla Nagar Dhaka,Government hospital,Hospital,all,0,,2,2,0,0,0,0,0,0,0,0,0,0,www.nilmrc.gov.bd
994,National Cancer Research Institute,02-22280078,nicrh.gov.bd,23.77845,90.4096,Mohakhali TB Gate Road,Government hospital,Hospital,Cancer,0,300,2,3,1,1,0,1,1,1,1,1,1,1,nicrh.gov.bd
995,Cantonment General Hospital,_,_,23.79971,90.3935,dhakacantroment,Government hospital,Hospital,all,0,100,0,4,1,1,0,1,1,1,1,1,1,1,https://en.wikipedia.org/wiki/Siraj-Khaleda_Memorial_Cantonment_Board_General_Hospital#:~:text=Siraj-Khaleda%20Memorial%20Cantonment%20Board%20General%20Hospital%20is%20a%20large100%20beds%20and%2026%20cabins.
996,Bangladesh Navy Hospital Dhaka,9834650-1,www.navy.mil.bd/navy/contact,23.80034,90.3909,Q9XR+W96 Dhaka,Government hospital,Hospital,all,0,,0,5,1,0,0,1,1,1,1,0,0,0,www.navy.mil.bd/navy/contact
997,Kidney Foundation Bangladesh,02-44807447 02-44807448,www.kidneyfoundationbd.com,23.80298,90.3604,5/2 Road No.-1 Section-2 Mirpur Dhaka,Government hospital,Hospital,Kidny,0,300,2,3,1,1,0,1,1,1,1,1,1,1,www.kidneyfoundationbd.com
998,Government Unani and Ayurvedic Medical,01819-299331,www.guamc.edu.bd,23.80632,90.3781,Mirpur 13 Dhaka,Government hospital,Medical college hospital,all,1,100,2,3,1,1,0,1,1,1,1,1,1,1,guamc.edu.bd
999,National Heart Foundation Hospital & Research Institute,58054696,www.nhf.org.bd,23.80995,90.3616,Plot-7/2 Section-2 Mirpur Dhaka-1216 Bangladesh.,Government hospital,Hospital,Heart,0,330,2,3,1,1,0,1,1,1,1,1,1,1,www.nhf.org.bd
1000,ICDDRB,02-2222-77001-10,www.icddrb.org,23.81432,90.3671,"68 Shaheed Tajuddin Ahmed Sarani
Mohakhali Dhaka.",Government hospital,Medical college hospital,all,1,120,2,3,1,1,0,1,1,1,1,1,1,1,www.icddrb.org
1001,Combined Military Hospital (Dhaka),www.army.mil.bd/Contact-Us,www.army.mil.bd,23.81477,90.3989,R97X+QHJ C.M.H In Road Dhaka 1206,Government hospital,Hospital,all,0,1500,0,5,1,1,0,1,1,1,1,1,1,1,www.army.mil.bd
1002,Kuwait Bangladesh Friendship Government Hospital,1920294419,https://www.mawbiz.com.bd/Kuwait.Bangladesh.Friendship.Government.Hospital,23.87184,90.4048,Isakha Ave Dhaka 1231,Government hospital,Hospital,all,0,200,2,3,1,1,0,1,1,1,1,0,0,0,https://en.wikipedia.org/wiki/Kuwait_Bangladesh_Friendship_Government_Hospital#Location
1003,Shaheed Monsur Ali Medical College Hospital,1915431834,www.smamedicalcollege-bd.com,23.87901,90.3929,House 26 & 26A Rd No 10 Dhaka 1230,Government hospital,Medical college hospital,all,1,200,2,3,1,1,0,1,1,1,1,0,0,0,www.smamedicalcollege-bd.com
